,carat,cut,color,clarity,depth,table,price,x,y,z,price/carat
2368,2.01,Very Good,G,SI1,63.2,56,16742,8.04,7.96,5.06,8329.353234
2369,0.31,Very Good,G,VS1,63.1,59,802,4.29,4.27,2.7,2587.096774
2370,0.31,Premium,G,VS2,59.9,59,544,4.38,4.4,2.63,1754.83871
2371,0.43,Very Good,F,SI2,61.6,59,681,4.8,4.84,2.97,1583.72093
2372,0.54,Ideal,E,VS1,62,56,2041,5.26,5.23,3.25,3779.62963
2373,2.01,Premium,H,SI1,60.9,59,16733,8.15,8.04,4.93,8324.875622
2374,1.01,Very Good,I,SI2,61.4,63,3792,6.33,6.38,3.9,3754.455446
2375,0.57,Ideal,F,VS1,61.9,56,1949,5.3,5.39,3.31,3419.298246
2376,1.26,Ideal,F,VVS2,62.3,57,12237,6.87,6.92,4.3,9711.904762
2377,0.7,Good,H,VVS1,62.7,56,2877,5.6,5.66,3.53,4110
2378,0.34,Ideal,E,VS1,61.8,57,805,4.47,4.5,2.77,2367.647059
2379,1.58,Premium,F,SI2,60.7,60,6990,7.54,7.51,4.57,4424.050633
2380,0.39,Premium,D,VVS2,62.9,58,1290,4.66,4.62,2.92,3307.692308
2381,1.01,Premium,H,SI2,61.9,61,3394,6.34,6.29,3.91,3360.39604
2382,0.9,Premium,I,VS2,59.8,61,3431,6.22,6.13,3.69,3812.222222
2383,0.93,Fair,H,SI1,64.6,58,3750,6.13,6.07,3.94,4032.258065
2384,1,Good,E,SI2,63.3,58,4496,6.32,6.35,4.01,4496
2385,1.01,Ideal,E,VS1,61.5,57,7727,6.47,6.44,3.97,7650.49505
2386,0.32,Ideal,I,VS1,60.9,57,523,4.43,4.47,2.71,1634.375
2387,1.05,Very Good,G,SI2,62.6,62,4516,6.45,6.49,4.05,4300.952381
2388,0.91,Premium,G,VS2,60.8,56,4357,6.28,6.21,3.8,4787.912088
2389,1.23,Premium,F,SI2,59.9,58,5841,7.02,6.96,4.19,4748.780488
2390,1.2,Very Good,G,SI1,62.9,57,5918,6.73,6.79,4.25,4931.666667
2391,0.31,Ideal,G,VVS1,62.5,54,1046,4.37,4.33,2.72,3374.193548
2392,0.52,Ideal,D,SI1,62.4,56,1720,5.17,5.12,3.21,3307.692308
2393,0.3,Premium,G,VVS2,61.2,59,684,4.31,4.35,2.65,2280
2394,0.3,Premium,D,IF,62.1,59,1208,4.29,4.27,2.66,4026.666667
2395,1.5,Fair,D,I1,64.7,62,5460,7.19,7.04,4.6,3640
2396,0.56,Very Good,D,SI1,63,58,1746,5.21,5.24,3.29,3117.857143
2397,0.9,Premium,D,VVS1,61.3,59,7711,6.18,6.12,3.77,8567.777778
2398,0.91,Premium,H,VS2,61.8,60,4313,6.18,6.22,3.83,4739.56044
2399,1.14,Very Good,J,VS1,60,60,4702,6.76,6.81,4.07,4124.561404
2400,0.24,Very Good,F,VVS1,57.2,63,478,4.1,4.15,2.36,1991.666667
2401,0.5,Premium,F,VS2,61.8,58,1654,5.1,5.07,3.14,3308
2402,0.5,Premium,F,VS1,61.3,59,1838,5.15,5.09,3.14,3676
2403,0.37,Ideal,F,SI1,62.4,54,616,4.6,4.63,2.88,1664.864865
2404,0.32,Ideal,G,VS2,60.3,57,561,4.43,4.46,2.68,1753.125
2405,0.3,Very Good,G,IF,62.8,57,895,4.28,4.32,2.7,2983.333333
2406,0.74,Very Good,D,VS2,59.8,58,3476,5.9,5.94,3.54,4697.297297
2407,2.01,Very Good,J,SI1,62.4,59,12392,8.02,8.08,5.02,6165.174129
2408,0.31,Ideal,D,SI1,61.5,55,692,4.38,4.4,2.7,2232.258065
2409,1.11,Good,I,VS1,59.2,64,4817,6.8,6.77,4.02,4339.63964
2410,0.78,Very Good,D,VS2,59.8,60,3672,5.97,6.03,3.59,4707.692308
2411,0.4,Ideal,F,SI2,61.9,57,673,4.71,4.73,2.92,1682.5
2412,0.9,Premium,E,SI1,59.8,58,4092,6.26,6.21,3.73,4546.666667
2413,0.8,Premium,E,VS2,63,56,3494,5.91,5.84,3.7,4367.5
2414,0.25,Very Good,G,VVS1,61.8,56,525,4.03,4.06,2.5,2100
2415,0.32,Ideal,G,IF,61.3,54,918,4.41,4.47,2.72,2868.75
2416,0.36,Ideal,I,VS1,62.1,56,729,4.59,4.55,2.84,2025
2417,0.4,Ideal,F,SI2,61,56,731,4.76,4.81,2.92,1827.5
2418,0.73,Premium,E,VS2,61.9,57,3127,5.79,5.75,3.57,4283.561644
2419,0.3,Ideal,G,SI1,60.6,57,487,4.34,4.37,2.63,1623.333333
2420,1.61,Premium,F,VS2,61.6,61,14833,7.54,7.47,4.62,9213.043478
2421,0.76,Premium,E,SI1,60.4,58,2789,5.92,5.94,3.58,3669.736842
2422,1.01,Premium,G,VVS2,62,56,6670,6.49,6.41,4,6603.960396
2423,0.24,Good,E,VVS1,60.8,64,492,3.97,3.99,2.42,2050
2424,1.01,Premium,F,I1,61.8,60,2781,6.39,6.36,3.94,2753.465347
2425,1.2,Premium,I,SI2,59,60,4234,6.99,6.95,4.11,3528.333333
2426,1.13,Premium,G,VS2,61.9,58,7151,6.7,6.67,4.14,6328.318584
2427,1,Ideal,G,SI2,62.3,56,4861,6.46,6.44,3.96,4861
2428,0.42,Ideal,J,VS1,60.9,57,663,4.83,4.86,2.95,1578.571429
2429,1.51,Very Good,H,VS1,63.2,60,11263,7.23,7.17,4.55,7458.940397
2430,1.13,Ideal,I,VS1,61.8,57,6980,6.66,6.7,4.13,6176.99115
2431,0.59,Ideal,E,VS2,61.4,58,1657,5.38,5.4,3.31,2808.474576
2432,0.71,Very Good,F,SI2,63.3,56,2036,5.68,5.73,3.61,2867.605634
2433,0.51,Ideal,G,VVS2,62.6,57,1974,5.12,5.1,3.2,3870.588235
2434,0.34,Premium,G,VS2,59.6,62,714,4.56,4.54,2.71,2100
2435,1.53,Premium,H,VS2,59.8,58,10224,7.49,7.52,4.49,6682.352941
2436,0.91,Good,F,SI1,58,57,4067,6.36,6.47,3.72,4469.230769
2437,0.33,Ideal,F,IF,60.8,55,1240,4.49,4.53,2.74,3757.575758
2438,0.3,Very Good,F,VS2,62.8,58,605,4.25,4.28,2.68,2016.666667
2439,0.54,Very Good,D,VS2,61.1,55,1892,5.24,5.37,3.24,3503.703704
2440,0.46,Ideal,G,SI1,61.5,55,979,4.98,5.01,3.07,2128.26087
2441,0.39,Very Good,E,I1,62.8,57,511,4.61,4.66,2.91,1310.25641
2442,0.23,Very Good,E,VVS2,60.9,59,530,3.96,3.99,2.42,2304.347826
2443,0.32,Ideal,F,VVS1,60.3,57,912,4.42,4.44,2.67,2850
2444,0.76,Ideal,H,SI1,62,56,2578,5.89,5.85,3.64,3392.105263
2445,1.53,Very Good,H,IF,63.1,57,13369,7.34,7.25,4.6,8737.908497
2446,0.6,Very Good,G,SI1,63.1,57,1565,5.32,5.41,3.39,2608.333333
2447,0.72,Ideal,G,VVS2,61.9,57,3849,5.72,5.75,3.55,5345.833333
2448,0.71,Premium,F,SI1,61.1,62,2317,5.76,5.72,3.51,3263.380282
2449,1,Good,F,SI2,63.8,58,4081,6.28,6.33,4.02,4081
2450,0.24,Ideal,F,VVS2,61.7,55,678,3.99,4.02,2.47,2825
2451,1.32,Premium,G,SI1,60.6,58,7676,7.12,7.06,4.3,5815.151515
2452,2.07,Ideal,I,SI2,62,55,16337,8.22,8.12,5.07,7892.270531
2453,0.34,Premium,I,SI1,61.3,61,574,4.49,4.45,2.74,1688.235294
2454,0.33,Ideal,F,VVS2,60.7,57,824,4.48,4.51,2.73,2496.969697
2455,0.23,Very Good,D,VVS2,61.3,59,530,3.91,3.99,2.42,2304.347826
2456,0.24,Very Good,D,VVS1,61.9,54,492,3.99,4.02,2.48,2050
2457,1.49,Fair,F,SI1,59.6,63,8779,7.2,7.34,4.33,5891.946309
2458,0.73,Ideal,J,VVS2,61.2,56,2482,5.81,5.85,3.57,3400
2459,0.71,Ideal,G,SI1,61.6,55,3007,5.72,5.78,3.54,4235.211268
2460,1.01,Very Good,E,VS1,60.4,60,8403,6.43,6.48,3.9,8319.80198
2461,0.42,Good,G,VVS1,63.6,55,1235,4.78,4.75,3.03,2940.47619
2462,0.57,Ideal,F,VVS1,62.3,55,2555,5.31,5.32,3.31,4482.45614
2463,1.05,Good,E,VS1,63.1,59,7826,6.45,6.49,4.08,7453.333333
2464,0.78,Very Good,E,VS1,60.9,57,3420,5.94,5.88,3.59,4384.615385
2465,0.71,Good,J,VS2,60.6,61,1922,5.7,5.79,3.48,2707.042254
2466,0.42,Ideal,D,SI1,62.3,57,1040,4.8,4.77,2.98,2476.190476
2467,0.59,Premium,D,SI2,61.2,60,1572,5.42,5.37,3.3,2664.40678
2468,1.62,Ideal,F,SI1,62.7,56,12828,7.5,7.44,4.68,7918.518519
2469,0.41,Premium,G,VS2,60.9,58,827,4.8,4.83,2.93,2017.073171
2470,0.73,Premium,E,VS2,62.5,61,2862,5.78,5.64,3.59,3920.547945
2471,0.41,Ideal,D,SI2,62.7,55,876,4.75,4.72,2.97,2136.585366
2472,0.39,Ideal,G,SI1,60.7,57,665,4.69,4.8,2.88,1705.128205
2473,0.57,Premium,E,SI1,61.4,58,1608,5.28,5.34,3.26,2821.052632
2474,0.7,Ideal,F,VS2,62.3,55,2622,5.71,5.65,3.54,3745.714286
2475,0.52,Ideal,D,VVS1,62,57,3218,5.15,5.17,3.2,6188.461538
2476,0.58,Very Good,F,VVS1,59.7,57,2636,5.48,5.51,3.28,4544.827586
2477,0.31,Ideal,E,VS2,61.8,55,680,4.35,4.39,2.7,2193.548387
2478,1.09,Good,D,IF,58.7,61,16406,6.75,6.85,3.99,15051.37615
2479,0.7,Good,I,VS2,57.5,62,2268,5.81,5.78,3.33,3240
2480,2.36,Ideal,I,SI2,62.8,55,16707,8.47,8.5,5.33,7079.237288
2481,0.79,Ideal,D,SI2,62.8,57,2853,5.9,5.85,3.69,3611.392405
2482,2.05,Ideal,H,VS2,61.6,57,18659,8.2,8.14,5.03,9101.95122
2483,0.55,Ideal,F,VS1,61.8,55,2119,5.28,5.3,3.27,3852.727273
2484,0.35,Ideal,G,VS2,62.5,53,615,4.53,4.56,2.84,1757.142857
2485,0.44,Ideal,E,SI1,62.6,56,1040,4.9,4.84,3.05,2363.636364
2486,0.43,Ideal,G,VS1,61.3,57,943,4.85,4.88,2.98,2193.023256
2487,0.31,Premium,E,VS2,60.6,59,680,4.36,4.39,2.65,2193.548387
2488,0.31,Premium,D,VS1,59.6,58,683,4.38,4.41,2.62,2203.225806
2489,2.01,Premium,H,SI1,61.8,58,17347,8.13,8.06,5,8630.348259
2490,1.23,Ideal,H,IF,61.3,57,8431,6.87,6.92,4.23,6854.471545
2491,0.71,Ideal,G,SI2,61.8,56,2031,5.7,5.72,3.53,2860.56338
2492,1,Fair,H,VVS2,65.3,58,4312,6.25,6.18,4.06,4312
2493,1.56,Premium,J,VS1,61.3,59,7144,7.54,7.49,4.61,4579.487179
2494,1.18,Ideal,I,VS2,62.3,55.6,6191,6.73,6.76,4.21,5246.610169
2495,1.54,Ideal,G,SI2,62.3,60,8923,7.29,7.34,4.56,5794.155844
2496,1.5,Good,J,SI2,63.6,58,6421,7.25,7.18,4.59,4280.666667
2497,1.52,Ideal,H,I1,61.6,56,6793,7.75,7.73,4.77,4469.078947
2498,0.9,Ideal,E,SI2,62.7,54,4091,6.13,6.21,3.87,4545.555556
2499,0.53,Ideal,I,VS1,61.6,55,1263,5.21,5.25,3.22,2383.018868
2500,0.64,Ideal,G,IF,61.7,58,2960,5.52,5.56,3.42,4625
2501,0.9,Very Good,F,SI1,63.2,61,3881,6.13,6.09,3.86,4312.222222
2502,0.5,Fair,D,VVS2,67.6,57,1980,4.95,4.84,3.31,3960
2503,1.31,Premium,J,SI1,60.7,58,4475,7.11,7.06,4.3,3416.030534
2504,0.74,Ideal,D,VS2,61.8,56,3858,5.79,5.82,3.59,5213.513514
2505,0.52,Ideal,E,VS2,61.1,55,1689,5.2,5.27,3.2,3248.076923
2506,0.76,Ideal,I,SI1,61.8,57,2399,5.89,5.83,3.62,3156.578947
2507,0.26,Ideal,H,IF,62.1,55,545,4.09,4.13,2.55,2096.153846
2508,0.3,Ideal,G,VS2,62.3,58,545,4.26,4.28,2.66,1816.666667
2509,1.72,Very Good,I,SI2,63.4,57,8630,7.6,7.58,4.81,5017.44186
2510,1.3,Premium,H,VS1,61.5,58,7714,6.96,6.98,4.29,5933.846154
2511,0.41,Ideal,I,VVS2,62.4,57,843,4.68,4.75,2.94,2056.097561
2512,0.31,Ideal,G,VS2,61.1,55,684,4.39,4.41,2.69,2206.451613
2513,0.33,Very Good,D,SI1,61.5,60,608,4.41,4.44,2.72,1842.424242
2514,1,Fair,G,SI1,67.7,57,3631,6,6.15,4.11,3631
2515,0.3,Ideal,D,SI1,61.7,56,709,4.35,4.31,2.67,2363.333333
2516,2.27,Fair,G,I1,68.6,56,7131,7.99,7.94,5.47,3141.409692
2517,0.7,Premium,G,VS2,61.8,58,2479,5.66,5.64,3.49,3541.428571
2518,1.32,Very Good,H,SI1,62.8,56,7283,6.94,7,4.38,5517.424242
2519,0.7,Premium,E,SI1,61.2,62,2396,6.65,5.73,3.48,3422.857143
2520,0.34,Very Good,G,SI1,61.2,54,536,4.53,4.56,2.78,1576.470588
2521,0.31,Good,G,SI1,63.6,57,593,4.33,4.29,2.74,1912.903226
2522,0.62,Very Good,D,VS1,63.4,55,2310,5.46,5.43,3.45,3725.806452
2523,0.39,Ideal,F,VS1,62.2,56,958,4.63,4.7,2.9,2456.410256
2524,0.4,Very Good,F,VVS2,60.5,57,982,4.76,4.79,2.89,2455
2525,2.07,Ideal,I,SI2,62,55,16189,8.12,8.22,5.07,7820.772947
2526,1.01,Ideal,D,VS2,62.7,57,7792,6.39,6.36,4,7714.851485
2527,0.41,Ideal,F,VS2,61.4,55,1107,4.83,4.78,2.95,2700
2528,1.02,Good,F,VS1,62.6,54.3,8011,6.41,6.45,4.02,7853.921569
2529,0.5,Ideal,H,VS1,61.6,58,1384,5.08,5.11,3.14,2768
2530,1.12,Premium,H,SI2,62,57,4641,6.68,6.61,4.12,4143.75
2531,0.4,Premium,F,VS1,62.5,57,1050,4.72,4.69,2.94,2625
2532,1.59,Ideal,I,SI1,60.2,57,9813,7.56,7.72,4.6,6171.698113
2533,0.28,Ideal,E,VVS2,62.1,56,646,4.19,4.21,2.61,2307.142857
2534,1.2,Premium,F,SI1,60.1,59,7282,6.92,6.85,4.14,6068.333333
2535,0.43,Ideal,J,IF,62.4,56,952,4.87,4.84,3.03,2213.953488
2536,2.1,Premium,J,SI1,62.9,58,13930,8.15,8.09,5.11,6633.333333
2537,1,Premium,D,SI2,61.6,60,4758,6.37,6.33,3.91,4758
2538,0.3,Good,H,VS1,63.9,55,526,4.26,4.28,2.73,1753.333333
2539,1.54,Good,J,SI1,62.9,62,7349,7.3,7.36,4.61,4772.077922
2540,0.58,Ideal,G,IF,61.3,56,2528,5.36,5.39,3.29,4358.62069
2541,1.51,Good,E,I1,63.6,60,5647,7.3,7.26,4.63,3739.735099
2542,0.42,Ideal,D,VS2,61.8,56,1031,4.8,4.84,2.98,2454.761905
2543,1.01,Very Good,H,VS2,60.7,58,5638,6.47,6.51,3.94,5582.178218
2544,0.36,Very Good,I,VS1,60.3,60,568,4.58,4.64,2.78,1577.777778
2545,0.34,Ideal,E,VS2,62.4,55,745,4.48,4.53,2.81,2191.176471
2546,0.3,Ideal,G,VVS1,62.9,57,1013,4.3,4.26,2.69,3376.666667
2547,0.32,Very Good,G,IF,62.9,55,872,4.37,4.4,2.75,2725
2548,0.3,Premium,E,SI2,61.7,61,540,4.31,4.28,2.65,1800
2549,0.51,Ideal,G,VVS2,61.3,57,1875,5.12,5.15,3.15,3676.470588
2550,1.21,Very Good,I,SI2,59.9,58,4791,6.91,6.94,4.15,3959.504132
2551,1.52,Fair,H,SI2,65,57,7388,7.12,7.09,4.62,4860.526316
2552,0.61,Ideal,J,SI1,62,55,1143,5.45,5.48,3.39,1873.770492
2553,0.38,Good,F,VS2,62.7,58,752,4.56,4.6,2.87,1978.947368
2554,0.38,Premium,F,VS1,62.4,59,998,4.63,4.57,2.87,2626.315789
2555,0.7,Very Good,G,VVS1,62.4,59,3208,5.63,5.66,3.52,4582.857143
2556,0.57,Very Good,G,SI1,60.4,58,1273,5.37,5.42,3.26,2233.333333
2557,1.08,Premium,G,VS2,62.3,58,6532,6.54,6.5,4.06,6048.148148
2558,2.01,Premium,G,SI1,62.3,61,16242,7.96,7.89,5.02,8080.597015
2559,0.81,Ideal,D,SI1,62,56,3852,5.97,6,3.71,4755.555556
2560,1.22,Very Good,G,VVS2,61.9,58,8975,6.84,6.85,4.24,7356.557377
2561,0.31,Ideal,E,VS2,62.3,57,872,4.35,4.32,2.7,2812.903226
2562,0.42,Ideal,G,VS1,61.8,57,921,4.79,4.82,2.97,2192.857143
2563,0.31,Very Good,G,VVS1,63.4,57,1046,4.36,4.32,2.75,3374.193548
2564,0.38,Very Good,E,VS2,60.3,58,866,4.67,4.72,2.83,2278.947368
2565,1.57,Premium,H,VS2,61,59,11575,7.54,7.5,4.59,7372.611465
2566,0.41,Very Good,G,VVS2,62.9,56,1007,4.7,4.74,2.97,2456.097561
2567,0.71,Premium,D,VVS1,59.7,59,4482,5.81,5.88,3.49,6312.676056
2568,1.2,Premium,I,SI1,61.7,56,4872,6.82,6.76,4.19,4060
2569,2.01,Premium,I,SI2,62,56,12338,8.01,7.87,4.92,6138.308458
2570,0.51,Premium,E,VS1,61.8,58,1758,5.13,5.09,3.16,3447.058824
2571,1.57,Very Good,H,SI1,62.4,58,12392,7.39,7.49,4.64,7892.993631
2572,0.56,Ideal,G,VS2,62.2,57,1585,5.29,5.25,3.28,2830.357143
2573,1.08,Ideal,H,SI2,62.1,56,4344,6.54,6.6,4.08,4022.222222
2574,0.72,Ideal,H,VVS2,61.7,55,3417,5.77,5.8,3.57,4745.833333
2575,1,Good,I,VS2,61.7,60.2,4761,6.29,6.35,3.9,4761
2576,1.5,Premium,G,VS1,62.7,58,13736,7.32,7.2,4.55,9157.333333
2577,0.81,Very Good,F,SI1,61.3,57,2858,6.02,6.05,3.7,3528.395062
2578,0.61,Ideal,G,SI1,62,54,1579,5.48,5.5,3.4,2588.52459
2579,0.42,Ideal,D,SI1,62.3,57,810,4.77,4.8,2.98,1928.571429
2580,0.35,Ideal,F,VS2,62.5,57,706,4.5,4.53,2.82,2017.142857
2581,1.56,Premium,H,VS2,62.2,58,10424,7.41,7.44,4.62,6682.051282
2582,0.3,Premium,E,VVS2,61.4,60,1013,4.28,4.25,2.62,3376.666667
2583,0.32,Very Good,F,VS1,62.2,55,616,4.37,4.39,2.72,1925
2584,0.77,Ideal,D,SI1,62.5,56,3345,5.86,5.91,3.68,4344.155844
2585,1.5,Premium,G,SI1,62.9,56,9954,7.34,7.22,4.58,6636
2586,0.32,Premium,G,VS2,61.5,60,720,4.39,4.36,2.69,2250
2587,0.59,Ideal,F,SI1,61.7,56,1652,5.36,5.4,3.32,2800
2588,0.31,Ideal,I,SI1,60.8,56,436,4.38,4.41,2.67,1406.451613
2589,0.7,Premium,E,SI1,62.5,61,2592,5.72,5.57,3.55,3702.857143
2590,0.5,Very Good,E,VS2,62.4,57,1568,5.01,5.03,3.13,3136
2591,0.38,Very Good,H,VVS1,59.1,58,967,4.71,4.76,2.8,2544.736842
2592,0.53,Ideal,G,VVS1,62.1,54,1990,5.2,5.23,3.24,3754.716981
2593,1.51,Very Good,G,SI1,60.3,57,11836,7.44,7.48,4.5,7838.410596
2594,0.3,Ideal,F,VS2,60.4,56,776,4.37,4.34,2.63,2586.666667
2595,0.39,Ideal,F,VS1,60.9,56,894,4.68,4.75,2.87,2292.307692
2596,1.27,Very Good,H,SI2,63.1,57,4978,6.88,6.84,4.33,3919.685039
2597,0.3,Ideal,E,VVS2,62.3,56,766,4.28,4.32,2.68,2553.333333
2598,0.4,Very Good,G,VS2,62.8,61,807,4.63,4.67,2.92,2017.5
2599,1.2,Premium,G,VS1,62.8,58,8602,6.84,6.75,4.27,7168.333333
2600,0.35,Premium,F,VS2,62.1,60,706,4.45,4.51,2.78,2017.142857
2601,0.32,Ideal,E,VS2,62.6,53,900,4.38,4.37,2.74,2812.5
2602,0.35,Very Good,E,VS2,58.9,59,767,4.59,4.64,2.72,2191.428571
2603,0.8,Ideal,G,VS2,62.1,56,2728,5.94,6,3.71,3410
2604,0.53,Ideal,E,VS2,61,57,1727,5.26,5.23,3.2,3258.490566
2605,0.91,Premium,F,SI1,62.6,56,3618,6.18,6.13,3.85,3975.824176
2606,0.54,Premium,H,VS1,61.3,58,1637,5.25,5.22,3.21,3031.481481
2607,0.36,Premium,J,SI1,61.6,60,410,4.54,4.58,2.81,1138.888889
2608,0.91,Very Good,F,SI1,62.7,56,3963,6.11,6.17,3.85,4354.945055
2609,1,Good,G,VS2,63.8,59,5148,6.26,6.34,4.02,5148
2610,0.5,Ideal,G,VVS1,62.2,55,1883,5.09,5.11,3.17,3766
2611,0.3,Very Good,D,VS1,61.2,55,610,4.32,4.34,2.65,2033.333333
2612,0.24,Very Good,D,VVS2,61.5,58,478,3.96,3.98,2.44,1991.666667
2613,0.32,Premium,F,SI2,59.7,59,540,4.48,4.43,2.66,1687.5
2614,0.33,Premium,G,VS1,59.2,59,854,4.54,4.51,2.68,2587.878788
2615,1.5,Very Good,E,SI1,63.2,59,10356,7.24,7.2,4.56,6904
2616,0.3,Ideal,E,IF,61.1,57,1013,4.31,4.33,2.64,3376.666667
2617,0.93,Ideal,I,SI1,62,57,2917,6.22,6.26,3.87,3136.55914
2618,0.9,Very Good,I,VS2,63.4,56,3489,6.09,6.12,3.87,3876.666667
2619,0.3,Ideal,H,IF,60.8,56,764,4.36,4.39,2.66,2546.666667
2620,0.9,Premium,G,SI2,62.4,55,3478,6.17,6.13,3.84,3864.444444
2621,0.4,Ideal,E,VS1,62.4,54,951,4.73,4.75,2.96,2377.5
2622,0.52,Ideal,E,VS2,61,57,1767,5.21,5.19,3.17,3398.076923
2623,0.77,Good,H,SI2,58.6,64,2262,6.01,5.93,3.5,2937.662338
2624,0.71,Good,G,IF,57.8,62,3583,5.82,5.95,3.4,5046.478873
2625,0.33,Ideal,E,VS2,62.4,54,682,4.44,4.47,2.78,2066.666667
2626,1.11,Premium,G,VS2,62.3,58,6713,6.65,6.61,4.13,6047.747748
2627,0.32,Premium,F,VS2,61.7,58,645,4.38,4.41,2.71,2015.625
2628,1.6,Very Good,H,SI1,63.2,55,9946,7.46,7.41,4.7,6216.25
2629,0.95,Premium,G,SI2,58.8,60,2937,6.35,6.31,3.72,3091.578947
2630,1,Good,G,SI2,61.7,63,4493,6.36,6.37,3.93,4493
2631,1.07,Ideal,G,VS2,62.3,57,6558,6.58,6.54,4.09,6128.971963
2632,0.41,Ideal,E,SI2,61.9,57,683,4.76,4.8,2.96,1665.853659
2633,0.92,Premium,F,SI1,62.1,60,4420,6.22,6.21,3.86,4804.347826
2634,0.46,Very Good,E,VS2,61.3,57,1081,4.99,5.02,3.07,2350
2635,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54,4398.591549
2636,1.22,Premium,E,SI2,61.5,58,6237,6.81,6.85,4.2,5112.295082
2637,0.32,Ideal,G,SI2,62.2,53,450,4.4,4.44,2.75,1406.25
2638,2.23,Premium,J,SI2,61.3,60,13931,8.4,8.35,5.13,6247.085202
2639,0.37,Premium,G,VVS2,62.2,58,1010,4.6,4.56,2.85,2729.72973
2640,1.73,Premium,G,VVS2,62.6,55,18377,7.76,7.66,4.83,10622.54335
2641,1.1,Ideal,J,VS2,62.4,55,4537,6.59,6.64,4.13,4124.545455
2642,0.32,Good,E,VS1,60.3,64,756,4.42,4.44,2.67,2362.5
2643,0.72,Ideal,I,VVS1,62.9,57,2493,5.68,5.77,3.6,3462.5
2644,0.32,Ideal,D,SI1,62.8,56,756,4.35,4.34,2.73,2362.5
2645,2.01,Premium,H,SI2,61.6,58,16499,8.12,8.02,4.97,8208.457711
2646,0.5,Premium,E,VS2,60.5,60,1699,5.13,5.09,3.09,3398
2647,0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96,1982.5
2648,0.73,Good,E,SI1,63.6,57,2871,5.7,5.72,3.63,3932.876712
2649,1.2,Premium,H,SI2,62.3,58,5376,6.81,6.76,4.23,4480
2650,0.36,Ideal,D,VVS2,62,54,1033,4.57,4.63,2.85,2869.444444
2651,2.37,Premium,I,VS2,61.6,56,14837,8.7,8.6,5.33,6260.337553
2652,0.41,Good,I,VVS2,63.1,56,827,4.72,4.75,2.99,2017.073171
2653,0.7,Premium,F,SI1,61.2,59,2239,5.7,5.64,3.47,3198.571429
2654,0.81,Ideal,G,VS2,61.5,55,3397,6,6.06,3.71,4193.82716
2655,1.56,Premium,F,SI2,58.8,59,7950,7.76,7.61,4.52,5096.153846
2656,0.31,Fair,G,VS1,64.6,55,695,4.31,4.26,2.77,2241.935484
2657,1.08,Ideal,G,SI2,61.3,57,5057,6.55,6.64,4.04,4682.407407
2658,0.91,Premium,H,VVS1,62.5,59,4944,6.19,6.16,3.86,5432.967033
2659,0.9,Good,H,VVS1,63.8,59,4847,6.09,6.13,3.9,5385.555556
2660,0.4,Very Good,H,VVS2,63.2,55,1125,4.73,4.7,2.98,2812.5
2661,0.42,Very Good,G,SI1,62.9,54,737,4.79,4.81,3.02,1754.761905
2662,1.19,Good,J,VS1,63.6,54,4931,6.78,6.74,4.3,4143.697479
2663,0.74,Very Good,H,VS2,62.9,57,2451,5.73,5.78,3.62,3312.162162
2664,0.9,Very Good,D,SI2,62.5,58,3798,6.12,6.16,3.84,4220
2665,0.51,Ideal,D,SI1,62.9,57,1574,5.12,5.09,3.21,3086.27451
2666,1.25,Ideal,G,SI2,61.6,57,5259,6.91,6.98,4.28,4207.2
2667,1.1,Premium,E,VVS2,60.1,58,10577,6.76,6.69,4.04,9615.454545
2668,0.52,Very Good,D,SI1,63.8,56,1452,5.06,5.1,3.24,2792.307692
2669,0.41,Premium,G,SI1,60.3,60,923,4.8,4.76,2.88,2251.219512
2670,1.01,Premium,F,VS2,61.5,58,6244,6.41,6.46,3.96,6182.178218
2671,1.1,Ideal,I,SI1,62.1,57,5037,6.6,6.64,4.11,4579.090909
2672,0.41,Ideal,G,IF,61.7,56,1431,4.8,4.77,2.95,3490.243902
2673,1.12,Premium,I,SI1,61.3,58,4077,6.69,6.68,4.1,3640.178571
2674,1.51,Premium,I,VS2,59.9,60,10010,7.42,7.36,4.43,6629.139073
2675,0.52,Premium,F,VS2,60.2,59,1451,5.19,5.21,3.13,2790.384615
2676,0.7,Very Good,F,VS2,62.4,57,2956,5.67,5.71,3.55,4222.857143
2677,0.81,Ideal,E,SI2,60.2,57,2938,6.1,6.06,3.66,3627.160494
2678,0.53,Ideal,D,VS2,61.2,55,1857,5.21,5.25,3.2,3503.773585
2679,0.36,Very Good,F,SI1,60.7,54,641,4.64,4.67,2.83,1780.555556
2680,1.09,Premium,J,SI1,62.3,59,4046,6.55,6.59,4.09,3711.926606
2681,1.02,Very Good,F,VS1,61.3,59,6785,6.45,6.51,3.97,6651.960784
2682,1,Ideal,E,SI2,62.9,56,3450,6.32,6.3,3.97,3450
2683,2.31,Premium,J,SI1,61.1,60,15323,8.58,8.51,5.22,6633.333333
2684,1.21,Premium,D,VVS2,61.1,59,14841,6.9,6.89,4.21,12265.28926
2685,0.32,Very Good,F,VS2,63,57,602,4.33,4.37,2.74,1881.25
2686,0.76,Very Good,E,IF,61.9,56,4798,5.83,5.85,3.62,6313.157895
2687,1,Very Good,E,SI2,59.5,63,4004,6.41,6.47,3.83,4004
